entityid;objectid;situation;x_wgs;y_wgs
351cd062-712e-4140-870a-7b048f3b0245;1064;MATERNELLE LES LUTINS;2.1381909;48.79640847
35a41bc7-26d5-4ea1-ba49-a711dfb9aa0e;836;SQUARE BLAISE PASCAL;2.15272309;48.80289758
35aa653d-a881-4c1f-a371-e2b5a4e26391;753;JARDIN BONNE - AVENTURE;2.15349153;48.80764889
3636b03a-0b11-43b4-ace9-2cc89201cec5;1052;MATERNELLE LES LUTINS;2.1376588;48.79664953
365ff759-f608-4bd0-b2a1-6b9a2f5be616;8;SQUARE DES FRANCINES;2.13173068;48.79663012
3699f138-51ea-4e1f-83fd-89111bb15df7;529;BOULEVARD DE LA REINE;2.14093544;48.80820435
36b5e78b-016b-4a11-9f6a-87614e525569;119;MATERNELLE LES ALIZES 1;2.12129392;48.78406383
36cbe9c8-06e7-473d-bb4a-36d86dacdfd2;503;BOULEVARD DE LA REINE;2.14295587;48.80829044
370f12f6-db0b-47cb-8d79-f093a1825706;101;SQUARE MAIS QUART PORCHEFONTAINE;2.15494678;48.79472795
3717bc29-90e0-4be6-af9e-f1cc66845251;1039;MATERNELLE LE PETIT PRINCE;2.12981566;48.80828328
375576c7-72bc-4b39-9713-a56812ef254f;631;SQUARE RICHARD MIQUE;2.14662205;48.81189755
3760b8b5-c39b-428f-861b-70ff27bce2d6;767;JARDIN BONNE - AVENTURE;2.15360423;48.80723015
378791a6-a703-47f6-813c-a931d102b574;278;ELEMENTAIRE JEAN BATISTE LULLY;2.15185083;48.79950144
383d6b2f-b4cb-45ae-ad57-8660d69341a6;834;SQUARE BLAISE PASCAL;2.15267431;48.80299171
38e62d07-c3ae-4990-befc-6fb51909f991;647;AVENUE VILLENEUVE L'ETANG;2.14749189;48.81768441
396200b4-4b84-48f5-ac35-d16772b12115;287;AVENUE DE PARIS;2.15826366;48.79890025
3994ec9a-c34e-4d32-a823-3d6fb003b4a4;202;ELEMENTAIRE PIERRE CORNEILLE;2.15185997;48.79439771
39a703a2-6405-4622-8c96-a9f891df816f;993;MATERNELLE HONORE DE BALZAC;2.14378682;48.80586945
39fa1706-7643-4804-a6af-50d4b127afee;812;JARDIN DU MUSEE LAMBINET;2.13051443;48.80895524
3a10fb95-6fa1-453b-bae7-6960677ddd70;902;JARDIN BONNE - AVENTURE;2.15393635;48.80703517
3a7015d0-2178-4cd6-9926-95963224d68c;899;JARDIN BONNE - AVENTURE;2.15376856;48.8069771
3a993464-d132-4740-bd7f-c8cea73e8f07;191;ELEMENTAIRE CARNOT;2.1257245;48.80701274
3aa13c10-6552-4f1f-9308-7a1157fee495;9;SQUARE DES FRANCINES;2.13151729;48.79664171
3b39e398-8d3d-47da-a9b7-5a2e19de9575;906;JARDIN BONNE - AVENTURE;2.1538072;48.80689193
3b52d75f-40ad-48dd-bc14-29ac8ae9ae29;853;SQUARE ILE DE FRANCE;2.16239581;48.80291421
3b75ebc1-2d27-4cb9-8312-b81bc00b8136;926;CRECHE MULTI ACCUEIL PRES AUX BOIS;2.16017029;48.8018669
3bec81e2-3dc1-443f-ad9f-eebb441a2213;95;CRECHE VESLOT;2.15517663;48.79500307
3bfab524-e91e-4711-93e5-6c469dc75324;316;AVENUE DE PARIS;2.14695948;48.79854285
3c2636ec-e71f-4e19-84ef-c8ed826dee10;431;AVENUE DE SAINT - CLOUD;2.13749724;48.80562977
3c42272b-4989-492f-bad9-4501b8777200;327;AVENUE DE PARIS;2.14369745;48.79872559
3c571ebd-8b44-4863-be5a-86adf01aed73;638;MATERNELLE YVES LE COZ;2.14879542;48.79039366
3c780069-d458-4472-aace-4eb0d8145f1b;360;AVENUE DE PARIS;2.15230168;48.79813983
3cb3c256-9778-4b62-9c52-48733b5ad1e9;341;AVENUE DE PARIS;2.13045577;48.80245608
3ce558b9-46c5-414b-be01-7367225b4750;560;PARC SEMALLE;2.12202921;48.81346552
3d223942-ae5c-4a9b-abd7-7b2aa8cb176d;528;BOULEVARD DE LA REINE;2.14188955;48.8081294
3d3e9b9b-d2b4-4215-a0d7-ca5963a6a0f1;208;MATERNELLE LES TROIS POMMIERS;2.13566943;48.80301919
3d4d7691-36e8-4da1-9afe-f34c1c960932;997;MATERNELLE HONORE DE BALZAC;2.14408732;48.8057588
3d872dc5-bb62-46cb-ba68-55f04eef3712;985;CLP LES GRANDS CHENES;2.15255092;48.78812488
3dcbfca9-9efc-4db3-b5e8-bf09c70f206d;142;ELEMENTAIRE CLEMENT ADER;2.12010541;48.78331312
3deba65d-9a93-43e8-bffa-a5faccd5a8fc;423;AVENUE DE SAINT - CLOUD;2.13727797;48.80549663
3e0466e5-fccb-4634-ad88-b851c99676a4;281;ELEMENTAIRE JEAN BATISTE LULLY;2.15186901;48.79933389
3e26e7b4-6554-4849-9aa5-9638b64c565d;650;AVENUE VILLENEUVE L'ETANG;2.14589864;48.81565409
3e28324a-4434-4552-b6ef-58ea352bfdad;811;JARDIN J.A LE ROI;2.1218387;48.80191461
3e7e914f-79f0-42d1-b487-6e41fafd6205;175;ELEMENTAIRE COLONEL DE BANGE;2.13234019;48.81403411
3e879e06-075e-4552-a508-690325b8f3d4;810;JARDIN J.A LE ROI;2.12189143;48.80189992
3e93257e-8c7d-42ba-a67f-3d70a4c18814;930;SQUARE DU STADE DE PORCHEFONTAINE;2.1575546;48.79328476
3ebfa959-4cd2-4be7-be5a-e52b6a9ec3a6;350;AVENUE DE PARIS;2.15690067;48.79825713
3ed1401a-fcf4-4a28-a0cb-0e6b555d19b8;485;AVENUE DES ETATS UNIS;2.14182654;48.80586654
3f2f7747-a252-44f4-9873-6b2c98122c27;34;SQUARE SAINT - LOUIS;2.12530194;48.79666588
3f779b12-830f-4adc-a43e-ea38bc7eb6e7;967;SQUARE DE L'ETANG DE LA MARTINIERE;2.11277826;48.78105704
3f84d98a-da8b-4ffe-b2e4-33a3314075f1;710;BOULEVARD SAINT ANTOINE;2.1185185;48.81892231
3fe33e89-f5a1-4285-b03d-68c8e9391587;326;AVENUE DE PARIS;2.14372795;48.7987179
4088086d-5263-4597-9ba7-5f082f55e375;981;SQUARE MAIS QUART PORCHEFONTAINE;2.15480313;48.79487841
40922aea-f365-40bf-9fb3-31556e74c222;509;BOULEVARD DE LA REINE;2.1381228;48.80867267
40b6d529-16fe-4c57-8311-f7f0f569c742;901;JARDIN BONNE - AVENTURE;2.15387953;48.80702538
40be4b67-d2f1-4753-927f-a995221676ca;857;SQUARE ILE DE FRANCE;2.16222114;48.80292058
40c32c7b-6a9a-495d-b46d-d56ebe99baa1;784;JARDIN BORGNIS DESBORDES;2.12231707;48.79492606
40d7a03d-cafa-418e-87df-8914fbbb250e;297;AVENUE DE PARIS;2.15350914;48.79857848
40e1b9bd-bf08-41b9-b222-46779e400e34;244;MATERNELLE DES PETITS BOIS;2.1568717;48.80594602
41713947-7e7a-401c-beb7-70c45c886686;924;MATERNELLE RICHARD MIQUE;2.14412861;48.81140866
420cfd27-b1b1-41b5-89bb-4025ccb236e5;476;AVENUE DES ETATS UNIS;2.14323679;48.80696712
4243590b-bbef-4c3d-b3ec-5206c33e361e;274;ELEMENTAIRE JEROME ET JEAN THARAUD;2.1283153;48.79443979
426694aa-8b75-4ff5-ab7f-6860cdcd49dd;30;SQUARE SAINT - LOUIS;2.1255005;48.79668006
428406c9-4497-45fb-9189-7256f00cdc8a;788;JARDIN DU CONSERVATOIRE DE MUSIQUE;2.12508886;48.8013862
432b178c-0acd-457f-adc7-e2085f8174e9;1051;MATERNELLE LES LUTINS;2.1376391;48.79666466
43875eb5-dd91-49be-92e3-8a1040f890ab;597;PARC FORESTIER DE LA PORTE VERTE;2.15093252;48.8153632
444fc592-4beb-4a3a-9ae3-6f4b73740564;975;SQUARE DE L'ETANG DE LA MARTINIERE;2.11324307;48.78203886
44d1409f-2077-4329-8699-c16f0f346d1c;283;ELEMENTAIRE JEAN BATISTE LULLY;2.15203767;48.79956833
4508b962-b902-4bd9-b388-1d68241b65d8;491;AVENUE DES ETATS UNIS;2.14298697;48.80651151
45117810-358e-4824-ba80-bdb5cf0c0522;358;AVENUE DE PARIS;2.15314109;48.79803117
4538251d-4cf0-4aa3-b942-4e552589d952;659;BOULEVARD DE LA REINE;2.12038642;48.810024
455153df-7c19-4ab5-8fc4-2dfcc0325c52;883;AVENUE DES ETATS UNIS;2.14618249;48.80819532
45595c32-a3ee-4a6a-8699-b618d2790dc9;713;PLACE DE LA LOI;2.15096215;48.81166698
456b12cb-54a5-40f3-b514-a6a7eb6dc3b0;817;JARDIN DU MUSEE LAMBINET;2.13065941;48.80894389
456e960b-683b-47d9-b13d-f52be48d3dee;655;AVENUE VILLENEUVE L'ETANG;2.14045824;48.81371988
4592fdac-733f-48e9-b489-1ae9c46e5b8d;72;JARDIN DES MUSICIENS ITALIENS;2.14670556;48.80131275
46516233-dfd3-4a8e-9d2b-ad324d12ce1d;160;MATERNELLE LE PETIT PRINCE;2.12971806;48.80833424
466b6117-8870-4e74-9be0-c803faa09afe;962;SQUARE DU STADE DES CHANTIERS BIS;2.14192159;48.79478001
4721319a-d99e-41ee-bbd4-bad4248cf341;1067;MATERNELLE DUNOYER DE SEGONZAC;2.16025552;48.8021624
47252cdc-7716-4090-b6d8-89d197f01ed2;641;MATERNELLE YVES LE COZ;2.14900254;48.79051333
4773e346-146d-47e8-b704-e8742711bf37;755;JARDIN BONNE - AVENTURE;2.15374734;48.80759187
477ac71d-95d1-44d7-af92-be427eacb575;872;SQUARE ILE DE FRANCE;2.16176139;48.80304651
478c6a68-3f37-4038-b89a-cfedbbc52c41;816;JARDIN DU MUSEE LAMBINET;2.13065217;48.80889976
47915b98-6e67-48fd-9b54-d02619fbe728;393;AVENUE DE PARIS;2.12816125;48.80248816
479aeaed-5f0f-4d7b-8e53-7c9d77ce759c;47;JARDIN DE L'ECOLE DES POSTES;2.15790422;48.80155163
47d17242-7321-430a-ba77-235dedb536f0;516;BOULEVARD DE LA REINE;2.13300428;48.80907845
47d97305-7df8-4410-b5b2-0568b401739b;391;AVENUE DE PARIS;2.12997005;48.80200153
4814658f-356e-46d3-a1cc-1c3145f87ae6;301;AVENUE DE PARIS;2.15266074;48.79852566
48a990b3-6fe9-4883-be63-8a81b6fa0917;146;ELEMENTAIRE CLEMENT ADER;2.12020819;48.78321112
48cc6483-2254-4222-b9d3-3a3c780f6eec;1057;MATERNELLE LES LUTINS;2.13797818;48.79656472
48f086b9-0b84-4329-81c1-911b81a39a17;970;SQUARE DE L'ETANG DU DESERT;2.11296642;48.7812663
4911cb38-e1e8-4884-83e1-4d4bbad03b4e;522;BOULEVARD DE LA REINE;2.12858524;48.80942669
49ac3e49-6757-486f-a3db-52d842b28aa7;1056;MATERNELLE LES LUTINS;2.1377998;48.79669652
4a2cf8ea-00b6-48d1-b2e8-7cf189e94362;57;JARDIN DE L'ECOLE DES POSTES;2.15874613;48.80204914
4a2d0ba1-6689-44c3-9edf-0c872ec76fab;1030;MATERNELLE HONORE DE BALZAC;2.14396601;48.80552779
4aa65529-dc0d-4e86-a2bd-1522cf7a5147;1059;MATERNELLE LES LUTINS;2.13801743;48.79651306
4aca7f1e-1e3b-4150-b753-83ed8f151222;120;MATERNELLE LES ALIZES 1;2.12135363;48.78409502
4b31e34d-17b3-4824-98d3-c4151c9cb59e;626;SQUARE RICHARD MIQUE;2.14576492;48.81218895
4b433ef2-47db-465c-b2d3-bc2b6f4eae41;464;PLACE ALEXANDRE 1ER;2.14083808;48.80586305
4b8620f7-064a-4673-8b09-d0e4f6758cd6;311;AVENUE DE PARIS;2.14950986;48.79860905
4ba9b5a9-57e6-46bb-a9b0-388464cd31da;322;AVENUE DE PARIS;2.14456503;48.79867527
4c024e2d-3e73-496c-b281-3e3c8a12eb43;86;CRECHE DU CHAT BOTTE;2.13651855;48.8090661
4c21ce9c-f421-4b59-8b88-e9c2b3d04181;750;JARDIN BONNE - AVENTURE;2.15321683;48.80764845
4c29908a-3312-4dc2-9a22-ca038aab68b1;68;JARDIN DES MUSICIENS ITALIENS;2.14629441;48.80157977
4c42f3ee-d7b1-4b2e-9f5c-2185b85a0d88;388;AVENUE DE PARIS;2.13090536;48.80175064
4ca74a0f-7bea-4f7f-8462-c0472aa7370f;242;MATERNELLE DES PETITS BOIS;2.15695886;48.80621763
4d1b3f7f-7508-41c7-be4e-41b06a9a6a44;599;PARC FORESTIER DE PICARDIE;2.15731302;48.81382694
4d25b53e-4cb9-4639-a90f-cf3a951dfa64;294;AVENUE DE PARIS;2.15471191;48.79873713
4d59ce3a-30f5-440e-a9b1-31b2af5442a7;420;AVENUE DE SAINT - CLOUD;2.13299016;48.8052885
4d6921aa-5d31-4a9c-9442-93b7ae2f5628;22;JARDIN DE L' HOTEL DE VILLE HORLOGE;2.12988484;48.80075271
4d76ece9-62df-4664-973b-1b9f64406314;778;JARDIN BORGNIS DESBORDES;2.12231967;48.7951817
4de78daf-6608-4a52-8635-beeedb4e4b44;371;AVENUE DE PARIS;2.14566185;48.79796777
4e46ab6d-5dd8-45f6-ab3a-242b49a221e2;405;AVENUE DE SAINT - CLOUD;2.12950202;48.80493785
4e6006a0-75a0-4e62-9d14-f28eace2098a;519;BOULEVARD DE LA REINE;2.13025572;48.80929736
4ea2a71b-f58d-406b-84b7-c799c33b960a;740;SQUARE DU STADE DES CHANTIERS;2.14253543;48.79426971
4eb57d14-46a9-4b93-9ce5-0e4d288b481d;55;JARDIN DE L'ECOLE DES POSTES;2.15875535;48.80212994
4ec8741e-edc4-4890-9845-c4777a7a3a87;604;PARC FORESTIER DE PICARDIE;2.15732144;48.81296202
4ecc092f-ef03-493b-b4f7-6b52f669f577;416;AVENUE DE SAINT - CLOUD;2.13487906;48.80544131
4ef41cff-a9c2-41c4-8be5-c16f25fc0566;372;AVENUE DE PARIS;2.14526785;48.79795681
4f1b8274-d92f-401e-9229-9d0f333e3313;295;AVENUE DE PARIS;2.1547222599999998;48.79860955
4f9a5095-2d13-4e28-99d2-939ebf39adc9;544;BOULEVARD DE LA REINE;2.13102046;48.80903839
4fc6db52-3666-48d4-a5b7-8566f8d952ef;317;AVENUE DE PARIS;2.14675831;48.79840527
506e1d17-9aaf-4182-936e-01a37d1c469b;691;BOULEVARD DU ROI;2.12843651;48.81426398
50ea5e63-0071-4ee5-8d32-17a3f5a21b3f;273;ELEMENTAIRE LA SOURCE;2.15508121;48.80833453
510d7d69-3755-46c8-a604-56977aee08d1;798;JARDIN DES RECOLLETS;2.12319079;48.80200969
514eced9-21d6-4b78-b473-5ff47e1a129c;942;MATERNELLE ANTOINE RICHARD BOAVTURE;2.15275284;48.80743512
515231db-76f0-478f-a906-60b22e37a999;83;CRECHE DE LA GOUTTE DE LAIT;2.135369;48.80700905
51874b35-c599-4a62-a895-604a86f99460;165;MATERNELLE LES DAUPHINS;2.13188879;48.81336402
519e322f-fd3d-48b7-a3ce-0dd42c5c798f;122;MATERNELLE LES ALIZES 1;2.12103254;48.78402017
51a4409e-c37c-4ff4-9d00-6c4225a98807;78;MULTI ACCUEIL DES CHANTIERS;2.14215968;48.79465527
51e880e9-4ed2-417a-b53e-b28d8947f92c;507;BOULEVARD DE LA REINE;2.13908041;48.80859624
522ea35d-f104-4f7c-9644-0d9548632d7f;359;AVENUE DE PARIS;2.15283428;48.79802425
524c782d-34fb-4aef-b755-88bcb526ad88;687;BOULEVARD DU ROI;2.12775257;48.81297989
529d83ce-b81c-4d77-91d2-514d7930b76f;965;SQUARE DE L'ETANG DE LA MARTINIERE;2.11316749;48.78101138
52b7cbd8-1bb0-46d2-9909-ab71aafeaf1a;66;JARDIN DES MUSICIENS ITALIENS;2.14606616;48.80150295
52c52a8f-8b8f-4212-8923-2cf6d12af58c;403;AVENUE DE SAINT - CLOUD;2.12858307;48.80487434
52fac86a-8d78-4525-ae63-93c4caa197ec;186;ELEMENTAIRE PERSHING / R. MIQUE;2.14299909;48.81185408
5311e799-a94f-4b42-b4c1-e4c9f47b89b6;88;CRECHE  CLAGNY GLATIGNY;2.1407954;48.81176114
5339bcf5-2fad-466d-a525-55763a343537;170;ELEMENTAIRE COLONEL DE BANGE;2.13235372;48.81437608
53aa6b50-c112-4567-a3f2-f8fa321418e1;653;AVENUE VILLENEUVE L'ETANG;2.14243732;48.81432282
53d59af6-be56-477f-86dc-3b208378d50a;895;ECOLE ELEMENTAIRE CHARLES PERRAULT;2.15608309;48.80464722
54115562-079e-4faa-82f0-7c0f5ae0bee8;171;ELEMENTAIRE COLONEL DE BANGE;2.13255807;48.81433864
543aa2b9-beba-42b1-831c-0c8d0476ab0e;907;SQUARE SAINT - LOUIS;2.12537268;48.79678239
544f1e7d-8c39-4e5e-a5e1-054405bf0041;584;PARC FORESTIER DE LA PORTE VERTE;2.15167163;48.81612829
546af323-6bca-496f-a547-fe855489eab6;586;PARC FORESTIER DE LA PORTE VERTE;2.1513223;48.81612812
548eff9c-71a9-476f-a834-811724d68c33;911;MATERNELLE RICHARD MIQUE;2.14408021;48.81154485
54e50c40-6519-4947-87b6-1bccf0a9a762;1014;MATERNELLE DUNOYER DE SEGONZAC;2.16053733;48.80239938
54f98f4f-0c82-44a7-b88c-577e8e997914;36;SQUARE SAINT - LOUIS;2.1253438;48.79691121
55615e4e-cddc-4de8-ab90-b2bc8f45dbdf;1022;MATERNELLE LES ALIZES 2;2.12050189;48.78410175
55b43942-07d1-4c34-848a-db8e079f27fa;218;MATERNELLE VAUBAN;2.15217928;48.79970748
55e12627-e56a-416d-ac9b-18d30a5fba40;204;MATERNELLE LES TROIS POMMIERS;2.13586776;48.80314257
55e4b240-bada-43f5-9697-27d14db9be9d;843;SQUARE HOCHE;2.12776767;48.80627128
55ea1d2e-ae21-4823-8702-560f1e3970a7;223;MATERNELLE VAUBAN;2.15202921;48.79969539
5602124d-406f-40a0-b8cc-ef414e28f379;189;ELEMENTAIRE CARNOT;2.12559587;48.80704692
561e1f26-d271-4b78-b7bc-cc639e30cbed;720;PLACE LABOULAYE;2.13846091;48.81901111
56504c12-0f4a-4dd6-9a80-7da58c2f731e;757;JARDIN BONNE - AVENTURE;2.15368657;48.80745601
56547d82-2d82-4e1e-b065-e0332833208f;936;ELEMENTAIRE VAUBAN;2.15217559;48.79883202
56d73b59-02a0-4030-875b-8304b75c745c;537;BOULEVARD DE LA REINE;2.13527477;48.80865269
571e5ec5-4f7b-4e10-b632-a1a8f54e90cf;32;SQUARE SAINT - LOUIS;2.12565004;48.79676447
575e900c-995b-4a57-90ca-2f7ea6c752a7;934;SQUARE DU STADE DE PORCHEFONTAINE;2.15772949;48.79319528
57b211b6-8d7d-41c4-a10d-596f87b70256;671;BOULEVARD DU ROI;2.126726;48.81193493
57d329bc-b207-493e-a083-9b631a92f091;466;PLACE ALEXANDRE 1ER;2.14118384;48.8060234
58427b8d-e035-4f22-ab29-d1501245389d;799;JARDIN DES RECOLLETS;2.12326964;48.80205005
5864f7d2-28e4-49b7-b5d7-3b3eb7041ca0;174;ELEMENTAIRE COLONEL DE BANGE;2.13240384;48.81405912
58ce28d0-041a-4039-8d8e-18d3724f39e2;818;SQUARE BERTHIER;2.13276371;48.81092175
58e1421a-dd74-4415-9c4f-4150edba312a;452;AVENUE DE SAINT - CLOUD;2.13352134;48.80488359
58e1e275-2be7-400c-8e0b-47e38154e5bc;313;AVENUE DE PARIS;2.14809935;48.79843914
58ed3f0e-fae7-4397-80b6-5d7d5b2f0d20;58;JARDIN DE L'ECOLE DES POSTES;2.15867187;48.80204862
59501118-0453-4352-98c8-e1085ebec7af;100;SQUARE MAIS QUART PORCHEFONTAINE;2.15495145;48.79477634
5a02c11f-fec1-4fe3-8e58-b3f34b7a6c55;600;PARC FORESTIER DE PICARDIE;2.15746248;48.81278164
5a2be45f-543c-450c-8338-5fa811634bf5;339;AVENUE DE PARIS;2.13245393;48.80177522
5a69cbc9-7625-4a39-bf3d-8be3b8d3d7f4;382;AVENUE DE PARIS;2.1380934;48.79982517
5aa9aea4-db4b-4bad-9633-390b261fc8a3;346;AVENUE DE PARIS;2.15847575;48.79816989
5ab7d3cc-12ae-4f05-aa8f-c94cbf690781;775;JARDIN BONNE - AVENTURE;2.15263141;48.80699077
5ac12e73-4b2e-48d0-be27-0be62eda2222;504;BOULEVARD DE LA REINE;2.14144281;48.80835801
5ada7a49-b30b-49c8-932c-03668bf90ae0;500;BOULEVARD DE LA REINE;2.1443673;48.80812794
5bccd7dc-6d3b-435c-9ffa-7df41b2287fa;622;SQUARE RICHARD MIQUE;2.14541215;48.81208496
5bfbd4aa-3c6b-4b3f-a87e-47950167facf;614;PARC FORESTIER DE PICARDIE;2.15510455;48.81311349
5c78fb26-a7ce-4ad8-a206-8c533265aa49;106;CRECHE MULTI ACCUEIL  PETITS BOIS;2.15707923;48.80934006
5cbf5d42-3330-49f5-83ae-344ef6c31f48;900;JARDIN BONNE - AVENTURE;2.15382148;48.80700377
5d57e840-87e0-4365-943b-adfbd047dc4b;373;AVENUE DE PARIS;2.14462943;48.79807703
5eefa13d-4900-46af-b66b-732f72f4c30b;229;ELEMENTAIRE MARCEL LAFITAN;2.13097197;48.80874503
5f0b042b-0321-44f2-b11a-dd2eab51500c;87;CRECHE DU CHAT BOTTE;2.13655613;48.80907179
5f82ae46-a406-40a0-97bf-cb34e0c321c9;735;SQUARE DU STADE DES CHANTIERS;2.14260795;48.79438008
5f893182-7d13-430f-8745-0a8fa0827967;439;AVENUE DE SAINT - CLOUD;2.12791591;48.80447997
5fc838e8-13f1-405a-b84e-c680062bc842;766;JARDIN BONNE - AVENTURE;2.15362391;48.80719808
5fde136b-e85d-4d73-9447-1fd55ee40ab5;769;JARDIN BONNE - AVENTURE;2.15253189;48.80717627
601b3677-c799-4495-afff-0105cbfbc58f;714;PLACE DE LA LOI;2.15083515;48.81307773
60413b68-973a-4047-ab97-aede47aa5984;116;MATERNELLE ANTOINE RICHARD;2.15237967;48.80722472
604e7539-deab-4e50-acb3-5bcff1facfcf;994;MATERNELLE HONORE DE BALZAC;2.14388072;48.80583671
60c506a7-12e4-4ab3-9501-7032bc783453;489;AVENUE DES ETATS UNIS;2.14261839;48.80630637
60d0f80b-32c7-472f-a2d3-54edc805a573;412;AVENUE DE SAINT - CLOUD;2.13417776;48.80527583
60e01b3f-5480-44a8-aae5-bcef120685a7;868;SQUARE ILE DE FRANCE;2.16137598;48.80282219
61077aee-24b2-462c-b5de-5906b1e48670;863;SQUARE ILE DE FRANCE;2.16150255;48.80326467
612afc1e-fb4a-4739-abc1-93d958f6f723;472;AVENUE DES ETATS UNIS;2.14245074;48.80643966
613c304a-43c4-4f54-8d2b-ebd2081dc74e;1028;CRECHE MARIE ANNE BOIVIN;2.15203494;48.80713713
61729d69-62db-48c3-bfdb-5fefee4f47cd;932;SQUARE DU STADE DE PORCHEFONTAINE;2.15758559;48.79323735
619162b6-3db8-469b-92f3-c8e512755d57;880;SQUARE DU BERRY;2.15920953;48.802542
619f05f8-fa15-43d9-a19d-3e6ba18efc99;386;AVENUE DE PARIS;2.13271826;48.80112634
61b045bd-5d3d-4cb1-a98a-850924708e43;879;SQUARE DU BERRY;2.15919275;48.80255344
623435d4-4293-4156-87a9-a03ddaeebddd;193;MATERNELLE LES MARMOUSETS;2.12599704;48.80736553
6259340c-f1f1-4e26-953d-b9743d2f7765;38;SQUARE SAINT - LOUIS;2.12571652;48.79687536
629fedcf-7e5e-4302-8280-822ece8355b9;1050;MATERNELLE LES LUTINS;2.13762946;48.79668515
62b80d57-9b61-41e5-aa13-a2fff4bdf652;783;JARDIN BORGNIS DESBORDES;2.12220558;48.79498823
62bbfa34-e46d-4f6a-9266-53a514f099d9;832;SQUARE BLAISE PASCAL;2.15296101;48.80313361
63db611a-3159-4fe8-bc3e-e2fd6d076aca;933;SQUARE DU STADE DE PORCHEFONTAINE;2.15769649;48.79321966
643b460f-07f3-4bf0-962e-68d144444c60;953;SQUARE DU STADE DES CHANTIERS BIS;2.14189117;48.7946853
645184f0-185e-4a6a-91b2-ceb19b655162;190;ELEMENTAIRE CARNOT;2.1256395;48.80703537
649bde5a-b117-406b-a410-dda7d6090dcd;1060;MATERNELLE LES LUTINS;2.13804927;48.79646975
64dbb1cc-614a-4842-9d8a-64e75d959e80;821;SQUARE BERTHIER;2.13253037;48.81080749
6529c8ce-59a8-4325-9f9e-716a5a735c8a;84;CRECHE DE LA GOUTTE DE LAIT;2.13541474;48.80711092
653cf526-581c-4132-9212-2e5e4cd62cdc;345;AVENUE DE PARIS;2.1589074;48.79826516
65a10d62-795c-4cc0-b4a6-93d5d4f99a84;31;SQUARE SAINT - LOUIS;2.12541433;48.79670611
